Title,Authors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,Article Number,DOI,Total Citations,Average per Year,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,ave_3,ave_5
Detailed Analysis of Japanese Population Substructure with a Focus on the Southwest Islands of Japan,"Nishiyama, Takeshi; Kishino, Hirohisa; Suzuki, Sadao; Ando, Ryosuke; Niimura, Hideshi; Uemura, Hirokazu; Horita, Mikako; Ohnaka, Keizo; Kuriyama, Nagato; Mikami, Haruo; Takashima, Naoyuki; Mastuo, Keitaro; Guang, Yin; Wakai, Kenji; Hamajima, Nobuyuki; Tanaka, Hideo",PLOS ONE,APR 3 2012,2012,7,4,,,e35000,10.1371/journal.pone.0035000,12,1,0,0,0,0,2,1,1,0,1,1,1,4,1,0,0,1,0.8
Categorization of 77 dystrophin exons into 5 groups by a decision tree using indexes of splicing regulatory factors as decision markers,"Malueka, Rusdy Ghazali; Takaoka, Yutaka; Yagi, Mariko; Awano, Hiroyuki; Lee, Tomoko; Dwianingsih, Ery Kus; Nishida, Atsushi; Takeshima, Yasuhiro; Matsuo, Masafumi",BMC GENETICS,MAR 31 2012,2012,13,,,,23,10.1186/1471-2156-13-23,12,1,0,0,0,1,1,2,4,0,1,0,1,1,0,1,0,1.333333333,1.6
Role of ferritin in the cytodifferentiation of periodontal ligament cells,"Hou, Jianxia; Yamada, Satoru; Kajikawa, Tetsuhiro; Ozaki, Nobuhiro; Awata, Toshihito; Yamaba, Satoko; Murakami, Shinya",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,OCT 5 2012,2012,426,4,643,648,,10.1016/j.bbrc.2012.09.008,11,0.92,0,0,0,0,0,4,1,1,1,0,2,1,1,0,0,1.333333333,1.2
Effects of intrapulmonary viral tropism and cytokine expression on the histological patterns of cytomegalovirus pneumonia,"Arai, Yoshifumi; Tsuchida, Takashi; Kosugi, Isao; Kawasaki, Hideya; Meguro, Shiori; Kinoshita, Mana; Baba, Satoshi; Maeda, Matsuyoshi; Shinmura, Yuichiro; Tsutsui, Yoshihiro; Iwashita, Toshihide",PATHOLOGY INTERNATIONAL,12-Sep,2012,62,9,628,639,,10.1111/j.1440-1827.2012.02849.x,11,0.92,0,0,0,0,2,2,1,1,0,2,1,1,1,0,0,1.333333333,1.2
On the differentiation of mouse IgE(+) cells,"Lafaille, Juan J.; Xiong, Huizhong; de Lafaille, Maria A. Curotto",NATURE IMMUNOLOGY,12-Jul,2012,13,7,623,623,,10.1038/ni.2313,11,0.92,0,0,0,0,3,1,1,1,2,0,1,0,1,1,0,1.333333333,1.2
The dynamics of group formation among leeches,"Bisson, Giacomo; Bianconi, Ginestra; Torre, Vincent",FRONTIERS IN PHYSIOLOGY,2012,2012,3,,,,133,10.3389/fphys.2012.00133,11,0.92,0,0,0,2,1,2,1,1,0,0,0,0,2,2,0,1.666666667,1.4
Nano-Scale Alignment of Proteins on a Flexible DNA Backbone,"Nojima, Tatsuya; Konno, Hiroki; Kodera, Noriyuki; Seio, Kohji; Taguchi, Hideki; Yoshida, Masasuke",PLOS ONE,DEC 26 2012,2012,7,12,,,e52534,10.1371/journal.pone.0052534,10,0.83,0,0,0,0,2,1,1,1,1,2,1,0,1,0,0,1,1
A Conformational Change of the gamma Subunit Indirectly Regulates the Activity of Cyanobacterial F-1-ATPase,"Sunamura, Ei-Ichiro; Konno, Hiroki; Imashimizu, Mari; Mochimaru, Mari; Hisabori, Toru",JOURNAL OF BIOLOGICAL CHEMISTRY,NOV 9 2012,2012,287,46,38695,38704,,10.1074/jbc.M112.395053,10,0.83,0,0,0,0,1,1,3,0,1,1,2,1,0,0,0,0.666666667,1
Analysis of Intravesical Recurrence After Bladder-preserving Therapy for Muscle-invasive Bladder Cancer,"Onozawa, Mizuki; Miyanaga, Naoto; Hinotsu, Shiro; Miyazaki, Jun; Oikawa, Takehiro; Kimura, Tomokazu; Takaoka, Ei-ichiro; Kawai, Koji; Shimazui, Toru; Sakurai, Hideyuki; Nishiyama, Hiroyuki; Akaza, Hideyuki",JAPANESE JOURNAL OF CLINICAL ONCOLOGY,12-Sep,2012,42,9,825,830,,10.1093/jjco/hys105,10,0.83,0,0,0,0,2,1,0,2,1,3,0,1,0,0,0,1,1
"RETRACTED: Antitumor activity of human gamma delta T cells transducted with CD8 and with T-cell receptors of tumor-specific cytotoxic T lymphocytes (Retracted article. See vol. 105, pg. 141, 2014)","Hanagiri, Takeshi; Shigematsu, Yoshiki; Kuroda, Koji; Baba, Tetsuro; Shiota, Hironobu; Ichiki, Yoshinobu; Nagata, Yoshika; Yasuda, Manabu; So, Tomoko; Takenoyama, Mitsuhiro; Tanaka, Fumihiro",CANCER SCIENCE,12-Aug,2012,103,8,1414,1419,,10.1111/j.1349-7006.2012.02337.x,10,0.83,0,0,0,0,3,3,2,0,1,0,0,1,0,0,0,2,1.6
Out of Plane Distortions of the Heme b of Escherichia coli Succinate Dehydrogenase,"Tran, Quang M.; Fong, Carmen; Rothery, Richard A.; Maklashina, Elena; Cecchini, Gary; Weiner, Joel H.",PLOS ONE,FEB 29 2012,2012,7,2,,,e32641,10.1371/journal.pone.0032641,10,0.83,0,0,0,0,4,2,1,0,1,1,0,1,0,0,0,2,1.4
Narrow band imaging in gynecology: A new diagnostic approach with improved visual identification (Review),"Kisu, Iori; Banno, Kouji; Tsuji, Kosuke; Masuda, Kenta; Ueki, Arisa; Kobayashi, Yusuke; Yamagami, Wataru; Susumu, Nobuyuki; Aoki, Daisuke",INTERNATIONAL JOURNAL OF ONCOLOGY,12-Feb,2012,40,2,350,356,,10.3892/ijo.2011.1226,10,0.83,0,0,0,0,0,1,0,2,0,4,0,1,1,1,0,0.333333333,0.6
Water avoidance stress induces frequency through cyclooxygenase-2 expression: A bladder rat model,"Yamamoto, Keisuke; Takao, Tetsuya; Nakayama, Jiro; Kiuchi, Hiroshi; Okuda, Hidenobu; Fukuhara, Shinichiro; Yoshioka, Iwao; Matsuoka, Yasuhiro; Miyagawa, Yasushi; Tsujimura, Akira; Nonomura, Norio",INTERNATIONAL JOURNAL OF UROLOGY,12-Feb,2012,19,2,155,162,,10.1111/j.1442-2042.2011.02905.x,10,0.83,0,0,0,0,1,0,2,0,1,2,0,0,1,3,0,0.333333333,0.6
Increased Susceptibility to Autoimmune Gastritis in Thymic Stromal Lymphopoietin Receptor-Deficient Mice,"Nishiura, Hisayo; Kido, Masahiro; Aoki, Nobuhiro; Iwamoto, Satoru; Maruoka, Ryutaro; Ikeda, Aki; Chiba, Tsutomu; Ziegler, Steven F.; Watanabe, Norihiko",JOURNAL OF IMMUNOLOGY,JAN 1 2012,2012,188,1,190,197,,10.4049/jimmunol.1003787,10,0.83,0,0,0,2,2,0,4,0,0,0,1,1,0,0,0,1.333333333,1.6
Treatment responses for disseminated intravascular coagulation in 25 children treated with recombinant thrombomodulin: A single institution experience,"Yagasaki, Hiroshi; Kato, Maiko; Shimozawa, Katsuyoshi; Hirai, Maiko; Nishikawa, Eri; Okuma, Hirotsugu; Ishii, Wakako; Imai, Yuki; Matsumura, Masaharu; Yonezawa, Ryuta; Yoshikawa, Kayo; Shichino, Hiroyuki; Chin, Motoaki; Mugishima, Hideo",THROMBOSIS RESEARCH,12-Dec,2012,130,6,E289,E293,,10.1016/j.thromres.2012.10.004,9,0.75,0,0,0,0,1,2,0,0,2,0,1,1,1,1,0,1,0.6
Heat shock enhances the expression of cytotoxic granule proteins and augments the activities of tumor-associated antigen-specific cytotoxic T lymphocytes,"Takahashi, Akari; Torigoe, Toshihiko; Tamura, Yasuaki; Kanaseki, Takayuki; Tsukahara, Tomohide; Sasaki, Yasushi; Kameshima, Hidekazu; Tsuruma, Tetsuhiro; Hirata, Koichi; Tokino, Takashi; Hirohashi, Yoshihiko; Sato, Noriyuki",CELL STRESS & CHAPERONES,12-Nov,2012,17,6,757,763,,10.1007/s12192-012-0348-0,9,0.75,0,0,0,0,1,0,1,1,0,3,0,3,0,0,0,0.333333333,0.6
Rhotekin modulates differentiation of cultured neural stem cells to neurons,"Iwai, Takashi; Saitoh, Akiyoshi; Yamada, Misa; Takahashi, Kou; Hashimoto, Eri; Ukai, Wataru; Saito, Toshikazu; Yamada, Mitsuhiko",JOURNAL OF NEUROSCIENCE RESEARCH,12-Jul,2012,90,7,1359,1366,,10.1002/jnr.23029,9,0.75,0,0,0,0,3,0,1,1,0,2,1,0,1,0,0,1,1
"Tandem repeat inserts in 13S globulin subunits, the major allergenic storage protein of common buckwheat (Fagopyrum esculentum Moench) seeds","Khan, Nadar; Takahashi, Yusuke; Katsube-Tanaka, Tomoyuki",FOOD CHEMISTRY,JUL 1 2012,2012,133,1,29,37,,10.1016/j.foodchem.2011.12.056,9,0.75,0,0,0,0,0,1,0,1,1,1,0,1,0,3,1,0.333333333,0.4
Raised erythrocyte creatine in patients with pulmonary arterial hypertension - Evidence for subclinical hemolysis,"Fox, Benjamin D.; Okumiya, Toshika; Attas-Fox, Liat; Kassirer, Michael; Raviv, Yael; Kramer, Mordechai R.",RESPIRATORY MEDICINE,12-Apr,2012,106,4,594,598,,10.1016/j.rmed.2011.12.005,9,0.75,0,0,0,0,0,0,1,0,0,4,3,0,0,1,0,0,0.2
Effects of site-directed mutagenesis of Asn116 in the beta-hairpin of the N-terminal domain of thermolysin on its activity and stability,"Menach, Evans; Yasukawa, Kiyoshi; Inouye, Kuniyo",JOURNAL OF BIOCHEMISTRY,12-Sep,2012,152,3,231,239,,10.1093/jb/mvs064,8,0.67,0,0,0,0,3,2,0,1,0,0,0,0,1,0,1,1.666666667,1.2
IFN-gamma is reciprocally involved in the concurrent development of organ-specific autoimmunity in the liver and stomach,"Iwamoto, Satoru; Kido, Masahiro; Aoki, Nobuhiro; Nishiura, Hisayo; Maruoka, Ryutaro; Ikeda, Aki; Okazaki, Taku; Chiba, Tsutomu; Watanabe, Norihiko",AUTOIMMUNITY,12-Mar,2012,45,2,186,198,,10.3109/08916934.2011.616559,8,0.67,0,0,0,1,1,1,0,1,0,1,1,2,0,0,0,1,0.8
Enhanced compatibility of chemically modified titanium surface with periodontal ligament cells,"Kado, T.; Hidaka, T.; Aita, H.; Endo, K.; Furuichi, Y.",APPLIED SURFACE SCIENCE,DEC 1 2012,2012,262,,240,247,,10.1016/j.apsusc.2012.07.091,7,0.58,0,0,0,0,0,2,2,0,1,0,1,0,0,1,0,0.666666667,0.8
Delayed cutaneous wound healing in Fam129b/Minerva-deficient mice,"Oishi, Hisashi; Itoh, Susumu; Matsumoto, Ken; Ishitobi, Hiroyuki; Suzuki, Rumiko; Ema, Masatsugu; Kojima, Takahiro; Uchida, Kazuhiko; Kato, Mitsuyasu; Miyata, Toshio; Takahashi, Satoru",JOURNAL OF BIOCHEMISTRY,12-Dec,2012,152,6,549,555,,10.1093/jb/mvs100,7,0.58,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
The Study of Cognitive Characteristics in Asperger's Disorder by Using a Modified Prisoner's Dilemma Game with a Variable Payoff Matrix,"Tayama, Masaya; Tateno, Masaru; Park, Tae Woo; Ukai, Wataru; Hashimoto, Eri; Saito, Toshikazu",PLOS ONE,NOV 7 2012,2012,7,11,,,e48794,10.1371/journal.pone.0048794,7,0.58,0,0,0,0,0,0,0,1,3,0,1,2,0,0,0,0,0.2
Systemic combination therapy of intravenous continuous 5-fluorouracil and subcutaneous pegylated interferon alfa-2a for advanced hepatocellular carcinoma,"Uchino, Koji; Obi, Shuntaro; Tateishi, Ryosuke; Sato, Shinpei; Kanda, Miho; Sato, Takahisa; Arano, Toru; Enooku, Kenichiro; Goto, Eriko; Masuzaki, Ryota; Nakagawa, Hayato; Asaoka, Yoshinari; Kondo, Yuji; Yamashiki, Noriyo; Goto, Tadashi; Shiina, Shuichiro; Omata, Masao; Yoshida, Haruhiko; Koike, Kazuhiko",JOURNAL OF GASTROENTEROLOGY,12-Oct,2012,47,10,1152,1159,,10.1007/s00535-012-0574-3,7,0.58,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,1.333333333,1
Management of Ureteral Obstruction in Advanced Testicular Tumor with Lymph Node Metastasis,"Ikeda, Atsushi; Kawai, Koji; Ando, Satoshi; Oikawa, Takehiro; Inai, Hiromu; Kimura, Tomokazu; Takaoka, Ei-ichiro; Yoshino, Takayuki; Suetomi, Takahiro; Kojima, Takahiro; Miyazaki, Jun; Nishiyama, Hiroyuki",JAPANESE JOURNAL OF CLINICAL ONCOLOGY,12-Aug,2012,42,8,748,752,,10.1093/jjco/hys094,7,0.58,0,0,0,0,1,0,0,1,0,1,0,1,2,1,0,0.333333333,0.4
Heparin/Heparan Sulfate/CD44-v3 Enhances Cell Migration in Term Placenta-Derived Immortalized Human Trophoblast Cells,"Suga, Naoko; Sugimura, Motoi; Koshiishi, Taro; Yorifuji, Takashi; Makino, Shintaro; Takeda, Satoru",BIOLOGY OF REPRODUCTION,12-May,2012,86,5,,,134,10.1095/biolreprod.111.093690,7,0.58,0,0,0,0,0,1,1,2,1,0,1,0,0,0,1,0.333333333,0.8
Gene variants in PPARD and PPARGC1A are associated with timing of natural menopause in the general Japanese population,"Uemura, Hirokazu; Hiyoshi, Mineyoshi; Arisawa, Kokichi; Yamaguchi, Miwa; Naito, Mariko; Kawai, Sayo; Hamajima, Nobuyuki; Matsuo, Keitaro; Taguchi, Naoto; Takashima, Naoyuki; Suzuki, Sadao; Hirasada, Kazuyo; Mikami, Haruo; Ohnaka, Keizo; Yoshikawa, Aya; Kubo, Michiaki; Tanaka, Hideo",MATURITAS,12-Apr,2012,71,4,369,375,,10.1016/j.maturitas.2011.12.021,7,0.58,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,0.666666667,1
Gain of function by phosphorylation in Presenilin 1-mediated regulation of insulin signaling,"Maesako, Masato; Uemura, Kengo; Kuzuya, Akira; Sasaki, Kazuki; Asada, Megumi; Watanabe, Kiwamu; Ando, Koichi; Kubota, Masakazu; Akiyama, Haruhiko; Takahashi, Ryosuke; Kihara, Takeshi; Shimohama, Shun; Kinoshita, Ayae",JOURNAL OF NEUROCHEMISTRY,12-Jun,2012,121,6,964,973,,10.1111/j.1471-4159.2012.07741.x,6,0.5,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0.6
Identification of a novel role of Septin 10 in paclitaxel-resistance in cancers through a functional genomics screen,"Xu, Mingli; Takanashi, Masakatsu; Oikawa, Kosuke; Nishi, Hirotaka; Isaka, Keiichi; Yoshimoto, Takayuki; Ohyashiki, Junko; Kuroda, Masahiko",CANCER SCIENCE,12-Apr,2012,103,4,821,827,,10.1111/j.1349-7006.2012.02221.x,6,0.5,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,1,1
Differences in sensitivity to tumor-specific CTLs between primary and metastatic esophageal cancer cell lines derived from the same patient,"Ichiki, Yoshinobu; Hanagiri, Takeshi; Takenoyama, Mitsuhiro; Baba, Tetsuro; Nagata, Yoshika; Mizukami, Makiko; So, Tetsuya; Sugaya, Masakazu; Yasuda, Manabu; Uramoro, Hidetaka; Yasumoto, Kosei",SURGERY TODAY,12-Feb,2012,42,3,272,279,,10.1007/s00595-011-0083-7,6,0.5,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0.333333333,0.4
Tunicamycin Inhibits Diabetes,"Shaabani, Namir; Honke, Nadine; Lang, Philipp A.; Goerg, Boris; Proksch, Peter; Gailus, Nicole; Gotoh, Tomomi; Haeussinger, Dieter; Lang, Karl S.",CELLULAR PHYSIOLOGY AND BIOCHEMISTRY,2012,2012,29,04-Mar,595,602,,10.1159/000338513,6,0.5,0,0,0,0,1,1,0,2,0,1,0,0,1,0,0,0.666666667,0.8
Novel mutations of MVK gene in Japanese family members affected with hyperimmunoglobulinemia D and periodic fever syndrome,"Mizuno, Takahisa; Sakai, Hidemasa; Nishikomori, Ryuta; Oshima, Koichi; Ohara, Osamu; Hata, Ikue; Shigematsu, Yosuke; Ishige, Takashi; Tamura, Kazushi; Arakawa, Hirokazu",RHEUMATOLOGY INTERNATIONAL,12-Dec,2012,32,12,3761,3764,,10.1007/s00296-011-2225-z,5,0.42,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0.333333333,0.2
A novel approach to cancer treatment using structural hybrids of the p53 gene family,"Sasaki, Y.; Oshima, Y.; Koyama, R.; Tamura, M.; Kashima, L.; Idogawa, M.; Yamashita, T.; Toyota, M.; Imai, K.; Shinomura, Y.; Tokino, T.",CANCER GENE THERAPY,12-Nov,2012,19,11,749,756,,10.1038/cgt.2012.51,5,0.42,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.333333333,0.6
Comparison of medium-dose losartan/hydrochlorothiazide and maximal-dose angiotensin II receptor blockers in the treatment of Japanese patients with uncontrolled hypertension: the Kobe-CONNECT Study,"Toh, Ryuji; Ishida, Tatsuro; Nishimura, Kunihiro; Nonaka, Hidemi; Inoue, Yoshimichi; Kitagawa, Yasuo; Suematsu, Masakuni; Miki, Takashi; Emoto, Noriaki; Hirata, Ken-ichi",HYPERTENSION RESEARCH,12-Nov,2012,35,11,1080,1086,,10.1038/hr.2012.110,5,0.42,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0.333333333,0.8
Climatic influence on the reproductive characteristics of Japanese males,"Nakahori, Yutaka; Sato, Youichi; Ewis, Ashraf A.; Iwamoto, Teruaki; Shinka, Toshikatsu; Nozawa, Shiari; Yoshiike, Miki; Yang, Xin-Jun; Sei, Masako; Namiki, Mikio; Kou, Eitetsu; Ito, Naoki; Komatsu, Kiyoshi; Matsumiya, Kiyomi; Nakagome, Yasuo",JOURNAL OF HUMAN GENETICS,12-Jun,2012,57,6,375,378,,10.1038/jhg.2012.38,5,0.42,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0.666666667,0.6
Dampened ERK signaling in hematopoietic progenitor cells in rheumatoid arthritis,"Colmegna, Ines; Pryshchep, Sergey; Oishi, Hisashi; Goronzy, Joerg J.; Weyand, Cornelia M.",CLINICAL IMMUNOLOGY,12-Apr,2012,143,1,73,82,,10.1016/j.clim.2012.01.007,5,0.42,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0.333333333,0.4
Evolution of growth rates under the constraint of growth-development trade-off in a fish,"Fujimoto, Shingo; Kawajiri, Maiko; Suzuki, Yuya; Yamahira, Kazunori",POPULATION ECOLOGY,12-Apr,2012,54,2,275,283,,10.1007/s10144-011-0297-y,5,0.42,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0.4
Proteomic analysis of bone marrow-adherent cells in rheumatoid arthritis and osteoarthritis,"Kamada, Toshikazu; Kurokawa, Manae S.; Kato, Tomohiro; Takenouchi, Kenji; Takahashi, Kenji; Yoshioka, Takuya; Uchida, Teisuke; Mitsui, Hiroyuki; Suematsu, Naoya; Okamoto, Kazuki; Yudo, Kazuo; Katayama, Yasuo; Nakamura, Hiroshi",INTERNATIONAL JOURNAL OF RHEUMATIC DISEASES,12-Apr,2012,15,2,169,178,,10.1111/j.1756-185X.2012.01702.x,5,0.42,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0.666666667,0.6
Rab27b regulates c-kit expression by controlling the secretion of stem cell factor,"Tanaka, Chisato; Kaji, Hiroaki; He, Jinsong; Hazama, Ryoichi; Yokoyama, Kunio; Kinoshita, Emi; Tsujioka, Takayuki; Tohyama, Kaoru; Yamamura, Hirohei; Nishio, Hisahide; Tohyama, Yumi",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,MAR 9 2012,2012,419,2,368,373,,10.1016/j.bbrc.2012.02.030,5,0.42,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0.666666667,0.6
Evaluation of molecular targeted cancer drug by changes in tumor marker doubling times,"Enooku, Kenichiro; Tateishi, Ryosuke; Kanai, Fumihiko; Kondo, Yuji; Masuzaki, Ryota; Goto, Tadashi; Shiina, Shuichiro; Yoshida, Haruhiko; Omata, Masao; Koike, Kazuhiko",JOURNAL OF GASTROENTEROLOGY,12-Jan,2012,47,1,71,78,,10.1007/s00535-011-0462-2,5,0.42,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0.666666667,0.6
Delayed onset adenosine deaminase deficiency associated with acute disseminated encephalomyelitis,"Nakaoka, Hideyuki; Kanegane, Hirokazu; Taneichi, Hiromichi; Miya, Kazushi; Yang, Xi; Nomura, Keiko; Takezaki, Shunichiro; Yamada, Masafumi; Ohara, Osamu; Kamae, Chikako; Imai, Kohsuke; Nonoyama, Shigeaki; Wada, Taizo; Yachie, Akihiro; Hershfield, Michael S.; Ariga, Tadashi; Miyawaki, Toshio",INTERNATIONAL JOURNAL OF HEMATOLOGY,12-Jun,2012,95,6,692,696,,10.1007/s12185-012-1055-4,4,0.33,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0.6
Cytokinin dehydrogenase differentially regulates cytokinin and indirectly affects hydrogen peroxide accumulation in tomato leaf,"Cueno, Marni E.; Imai, Kenichi; Ochiai, Kuniyasu; Okamoto, Takashi",JOURNAL OF PLANT PHYSIOLOGY,MAY 15 2012,2012,169,8,834,838,,10.1016/j.jplph.2012.01.008,4,0.33,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0.4
Characterization of ATM and DNA-PK wild-type and mutant cell lines upon DSB induction in the presence and absence of CK2 inhibitors,"Olsen, Birgitte B.; Fritz, Gerhard; Issinger, Olaf-Georg",INTERNATIONAL JOURNAL OF ONCOLOGY,12-Feb,2012,40,2,592,598,,10.3892/ijo.2011.1227,4,0.33,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0.4
Microbial interaction between HIV-1 and anaerobic bacteria producing butyric acid: its potential implication in AIDS progression,"Imai, Kenichi; Ochiai, Kuniyasu; Okamoto, Takashi",FUTURE VIROLOGY,12-Oct,2012,7,10,1005,1014,,10.2217/FVL.12.92,3,0.25,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.333333333,0.4
Pluripotent stem cells are protected from cytomegalovirus infection at multiple points: Implications of a new pathogenesis for congenital anomaly caused by cytomegalovirus,"Kawasaki, Hideya",CONGENITAL ANOMALIES,12-Sep,2012,52,3,147,154,,10.1111/j.1741-4520.2012.00375.x,3,0.25,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.2
Diabetes caused by Kir6.2 mutation: Successful treatment with oral glibenclamide switched from continuous subcutaneous insulin infusion in the early phase of the disease,"Nagano, Nobuhiko; Urakami, Tatsuhiko; Mine, Yusuke; Watanabe, Hirofumi; Yoshida, Ayako; Suzuki, Junichi; Saito, Hiroshi; Ishige, Mika; Takahashi, Shori; Mugishima, Hideo; Yorifuji, Tohru",PEDIATRICS INTERNATIONAL,12-Apr,2012,54,2,277,279,,10.1111/j.1442-200X.2011.03413.x,3,0.25,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.333333333,0.4
Heritability and genetic correlation of abdominal and caudal vertebral numbers in latitudinal populations of the medaka Oryzias latipes,"Kiso, Shinya; Miyake, Takashi; Yamahira, Kazunori",ENVIRONMENTAL BIOLOGY OF FISHES,12-Feb,2012,93,2,185,192,,10.1007/s10641-011-9904-1,3,0.25,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0.333333333,0.2
Immunohistochemical Changes of Heat Shock Protein 27 Expression in the Mouse Periodontal Tissues Exposed to Orthodontic Mechanical Stress,"Tomoda, Maki; Nakano, Keisuke; Muraoka, Rina; Matsuda, Hirokazu; Yamada, Kazuhiro; Kawakami, Toshiyuki",JOURNAL OF HARD TISSUE BIOLOGY,12-Jan,2012,21,1,43,50,,10.2485/jhtb.21.43,3,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.333333333,0.2
Morphologic analysis in myelodysplastic syndromes with del(5q) treated with lenalidomide. A Japanese multiinstitutional study,"Matsuda, Akira; Taniwaki, Masafumi; Jinnai, Itsuro; Harada, Hironori; Watanabe, Mitsumasa; Suzuki, Kenshi; Yanagita, Soshi; Suzuki, Takahiro; Yoshida, Yataro; Kimura, Akiro; Tsudo, Mitsuru; Tohyama, Kaoru; Takatoku, Masaaki; Ozawa, Keiya",LEUKEMIA RESEARCH,12-May,2012,36,5,575,580,,10.1016/j.leukres.2011.11.011,2,0.17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.333333333,0.2
Omalizumab inhibits acceleration of Fc epsilon RI-mediated responsiveness of immature human mast cells by immunoglobulin E,"Okayama, Yoshimichi; Kashiwakura, Jun-ichi; Sasaki-Sakamoto, Tomomi; Matsumoto, Kenji; Hashimoto, Noriko; Ohmori, Kazumitsu; Kawakami, Toshiaki; Saito, Hirohisa; Ra, Chisei",ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,12-Mar,2012,108,3,188,U152,,10.1016/j.anai.2012.01.009,2,0.17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.666666667,0.4
Changes in levels of hepatitis B virus markers in patients positive for low-titer hepatitis B surface antigen,"Okuse, Chiaki; Yotsuyanagi, Hiroshi; Yamada, Norie; Ikeda, Hiroki; Kobayashi, Minoru; Fukuda, Yasunobu; Takahashi, Hideaki; Matsunaga, Kotaro; Matsumoto, Nobuyuki; Okamoto, Masaru; Ishii, Toshiya; Sato, Akira; Koike, Kazuhiko; Suzuki, Michihiro; Itoh, Fumio",HEPATOLOGY RESEARCH,12-Dec,2012,42,12,1236,1240,,10.1111/j.1872-034X.2012.01039.x,1,0.08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0.2
Meiotic pairing by non-coding RNA?,"Yamashita, Akira; Kariyazono, Ryo; Watanabe, Yoshinori",EMBO REPORTS,12-Sep,2012,13,9,766,766,,10.1038/embor.2012.124,1,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.2
A G-to-T Transversion at the Splice Acceptor Site of Dystrophin Exon 14 Shows Multiple Splicing Outcomes That Are Not Exemplified by Transition Mutations,"Ota, Mitsunori; Takeshima, Yasuhiro; Nishida, Atsushi; Awano, Hiroyuki; Lee, Tomoko; Yagi, Mariko; Matsuo, Masafumi",GENETIC TESTING AND MOLECULAR BIOMARKERS,12-Jan,2012,16,1,3,8,,10.1089/gtmb.2010.0276,1,0.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Diagnostic imaging and pathogenesis of the traumatic intratumoural haemorrhage of schwannoma causing acute high radial nerve palsy: case report,"Okada, Mitsuhiro; Takada, Jun; Ohsawa, Masahiko; Nakamura, Hiroaki",BRITISH JOURNAL OF NEUROSURGERY,12-Dec,2012,26,6,907,908,,10.3109/02688697.2012.685784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moloney murine leukemia virus integrase and reverse transcriptase interact with PML proteins,"Okino, Yuuki; Inayoshi, Yujin; Kojima, Yusuke; Kidani, Shunsuke; Kaneoka, Hidenori; Honkawa, Akiko; Higuchi, Hiroshi; Nishijima, Ken-ichi; Miyake, Katsuhide; Iijima, Shinji",JOURNAL OF BIOCHEMISTRY,12-Aug,2012,152,2,161,169,,10.1093/jb/mvs063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immunohistochemical Expression of Osterix Appearing in the Mouse Orthodontic Periodontal Tension Sides,"Harada, Toshihisa; Nakano, Keisuke; Matsuda, Hirokazu; Muraoka, Rina; Tomoda, Maki; Yokoi, Yukiko; Yamada, Kazuhiro; Okafuji, Norimasa",JOURNAL OF HARD TISSUE BIOLOGY,12-Jul,2012,21,3,321,328,,10.2485/jhtb.21.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
