Title,Authors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,Article Number,doi,Conference Title,Conference Date,Total Citations,Average per Year,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,ave3,ave5
Bayesian Testing of a Point Null Hypothesis Based on the Latent Information Prior,"Komaki, Fumiyasu",ENTROPY,OCT 2013,2013,15,10,4416,4431,,10.3390/e15104416,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Identification of Genes Upregulated in ALK-Positive and EGFR/KRAS/ALK-Negative Lung Adenocarcinomas,"Okayama, Hirokazu; Kohno, Takashi; Ishii, Yuko; Shimada, Yoko; Shiraishi, Kouya; Iwakawa, Reika; Furuta, Koh; Tsuta, Koji; Shibata, Tatsuhiro; Yamamoto, Seiichiro; Watanabe, Shun-ichi; Sakamoto, Hiromi; Kumamoto, Kensuke; Takenoshita, Seiichi; Gotoh, Noriko; Mizuno, Hideaki; Sarai, Akinori; Kawano, Shuichi; Yamaguchi, Rui; Miyano, Satoru; Yokota, Jun",CANCER RESEARCH,JAN 1 2012,2012,72,1,100,111,,10.1158/0008-5472.CAN-11-1403,,,550,45.83,0,0,0,5,19,35,37,42,57,37,60,88,101,66,3,19.66666667,27.6
A Y-linked anti-Mullerian hormone duplication takes over a critical role in sex determination,"Hattori, Ricardo S.; Murai, Yu; Oura, Miho; Masuda, Shuji; Majhi, Sullip K.; Sakamoto, Takashi; Fernandino, Juan I.; Somoza, Gustavo M.; Yokota, Masashi; Struessmann, Carlos A.",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,FEB 21 2012,2012,109,8,2955,2959,,10.1073/pnas.1018392109,,,338,28.17,0,0,0,5,23,29,22,34,25,34,49,33,44,36,4,19,22.6
"H3K9 and H3K14 acetylation co-occur at many gene regulatory elements, while H3K14ac marks a subset of inactive inducible promoters in mouse embryonic stem cells","Karmodiya, Krishanpal; Krebs, Arnaud R.; Oulad-Abdelghani, Mustapha; Kimura, Hiroshi; Tora, Laszlo",BMC GENOMICS,AUG 24 2012,2012,13,,,,424,10.1186/1471-2164-13-424,,,297,24.75,0,0,0,0,10,20,21,27,51,33,39,36,26,32,2,10,15.6
Alternative 3 '-end processing of long noncoding RNA initiates construction of nuclear paraspeckles,"Naganuma, Takao; Nakagawa, Shinichi; Tanigawa, Akie; Sasaki, Yasnory F.; Goshima, Naoki; Hirose, Tetsuro",EMBO JOURNAL,OCT 17 2012,2012,31,20,4020,4034,,10.1038/emboj.2012.251,,,264,22,0,0,0,0,10,17,18,21,22,26,30,35,45,38,2,9,13.2
Chloroplast-mediated activation of plant immune signalling in Arabidopsis,"Nomura, Hironari; Komori, Teiko; Uemura, Shuhei; Kanda, Yui; Shimotani, Koji; Nakai, Kana; Furuichi, Takuya; Takebayashi, Kohsuke; Sugimoto, Takanori; Sano, Satoshi; Suwastika, I. Nengah; Fukusaki, Eiichiro; Yoshioka, Hirofumi; Nakahira, Yoichi; Shiina, Takashi",NATURE COMMUNICATIONS,JUN 2012,2012,3,,,,926,10.1038/ncomms1926,,,261,21.75,0,0,0,6,15,17,30,38,15,26,24,28,31,29,2,12.66666667,21.2
Malat1 is not an essential component of nuclear speckles in mice,"Nakagawa, Shinichi; Ip, Joanna Y.; Shioi, Go; Tripathi, Vidisha; Zong, Xinying; Hirose, Tetsuro; Prasanth, Kannanganattu V.",RNA,AUG 2012,2012,18,8,1487,1499,,10.1261/rna.033217.112,,,256,21.33,0,0,0,5,25,29,18,22,32,29,34,27,22,12,1,19.66666667,19.8
Stress-induced production of chemokines by hair follicles regulates the trafficking of dendritic cells in skin,"Nagao, Keisuke; Kobayashi, Tetsuro; Moro, Kazuyo; Ohyama, Manabu; Adachi, Takeya; Kitashima, Daniela Y.; Ueha, Satoshi; Horiuchi, Keisuke; Tanizaki, Hideaki; Kabashima, Kenji; Kubo, Akiharu; Cho, Young-hun; Clausen, Bjorn E.; Matsushima, Kouji; Suematsu, Makoto; Furtado, Glaucia C.; Lira, Sergio A.; Farber, Joshua M.; Udey, Mark C.; Amagai, Masayuki",NATURE IMMUNOLOGY,AUG 2012,2012,13,8,744,+,,10.1038/ni.2353,,,229,19.08,0,0,0,5,18,23,28,15,19,25,30,18,21,26,1,15.33333333,17.8
"Polycomb Associates Genome-wide with a Specific RNA Polymerase II Variant, and Regulates Metabolic Genes in ESCs","Brookes, Emily; de Santiago, Ines; Hebenstreit, Daniel; Morris, Kelly J.; Carroll, Tom; Xie, Sheila Q.; Stock, Julie K.; Heidemann, Martin; Eick, Dirk; Nozaki, Naohito; Kimura, Hiroshi; Ragoussis, Jiannis; Teichmann, Sarah A.; Pombo, Ana",CELL STEM CELL,FEB 3 2012,2012,10,2,157,170,,10.1016/j.stem.2011.12.017,,,213,17.75,0,0,0,12,30,19,22,26,28,20,10,16,18,12,0,20.33333333,21.8
Human mitotic chromosomes consist predominantly of irregularly folded nucleosome fibres without a 30-nm chromatin structure,"Nishino, Yoshinori; Eltsov, Mikhail; Joti, Yasumasa; Ito, Kazuki; Takata, Hideaki; Takahashi, Yukio; Hihara, Saera; Frangakis, Achilleas S.; Imamoto, Naoko; Ishikawa, Tetsuya; Maeshima, Kazuhiro",EMBO JOURNAL,APR 4 2012,2012,31,7,1644,1653,,10.1038/emboj.2012.35,,,211,17.58,0,0,0,15,20,18,20,21,21,19,19,19,25,13,1,17.66666667,18.8
Independence of Repressive Histone Marks and Chromatin Compaction during Senescent Heterochromatic Layer Formation,"Chandra, Tamir; Kirschner, Kristina; Thuret, Jean-Yves; Pope, Benjamin D.; Ryba, Tyrone; Newman, Scott; Ahmed, Kashif; Samarajiwa, Shamith A.; Salama, Rafik; Carroll, Thomas; Stark, Rory; Janky, Rekin's; Narita, Masako; Xue, Lixiang; Chicas, Agustin; Nunez, Sabrina; Janknecht, Ralf; Hayashi-Takanaka, Yoko; Wilson, Michael D.; Marshall, Aileen; Odom, Duncan T.; Babu, M. Madan; Bazett-Jones, David P.; Tavare, Simon; Edwards, Paul A. W.; Lowe, Scott W.; Kimura, Hiroshi; Gilbert, David M.; Narita, Masashi",MOLECULAR CELL,JUL 27 2012,2012,47,2,203,214,,10.1016/j.molcel.2012.06.010,,,206,17.17,0,0,0,3,22,25,22,22,20,17,20,20,19,15,1,16.66666667,18.8
Homozygous c.14576G > A variant of RNF213 predicts early-onset and severe form of moyamoya disease,"Miyatake, S.; Miyake, N.; Touho, H.; Nishimura-Tadaki, A.; Kondo, Y.; Okada, I.; Tsurusaki, Y.; Doi, H.; Sakai, H.; Saitsu, H.; Shimojima, K.; Yamamoto, T.; Higurashi, M.; Kawahara, N.; Kawauchi, H.; Nagasaka, K.; Okamoto, N.; Mori, T.; Koyano, S.; Kuroiwa, Y.; Taguri, M.; Morita, S.; Matsubara, Y.; Kure, S.; Matsumoto, N.",NEUROLOGY,MAR 2012,2012,78,11,803,810,,10.1212/WNL.0b013e318249f71f,,,200,16.67,0,0,0,3,10,19,16,21,32,15,16,25,25,17,1,10.66666667,13.8
Bacteria and host interactions in the gut epithelial barrier,"Ashida, Hiroshi; Ogawa, Michinaga; Kim, Minsoo; Mimuro, Hitomi; Sasakawa, Chihiro",NATURE CHEMICAL BIOLOGY,JAN 2012,2012,8,1,36,45,,10.1038/nchembio.741,,,196,16.33,0,0,0,7,25,14,15,19,20,15,17,17,29,17,1,15.33333333,16
Diagnostic mapping of canopy nitrogen content in rice based on hyperspectral measurements,"Inoue, Yoshio; Sakaiya, Eiji; Zhu, Yan; Takahashi, Wataru",REMOTE SENSING OF ENVIRONMENT,NOV 2012,2012,126,,210,221,,10.1016/j.rse.2012.08.026,,,189,15.75,0,0,0,0,3,12,8,15,25,21,18,33,28,23,3,5,7.6
Cerebral hypoperfusion accelerates cerebral amyloid angiopathy and promotes cortical microinfarcts,"Okamoto, Yoko; Yamamoto, Toru; Kalaria, Raj N.; Senzaki, Hideto; Maki, Takakuni; Hase, Yoshiki; Kitamura, Akihiro; Washida, Kazuo; Yamada, Mahito; Ito, Hidefumi; Tomimoto, Hidekazu; Takahashi, Ryosuke; Ihara, Masafumi",ACTA NEUROPATHOLOGICA,MAR 2012,2012,123,3,381,394,,10.1007/s00401-011-0925-9,,,183,15.25,0,0,0,5,14,16,19,26,28,13,19,11,19,13,0,11.66666667,16
"Perilipin 5, a Lipid Droplet-binding Protein, Protects Heart from Oxidative Burden by Sequestering Fatty Acid from Excessive Oxidation","Kuramoto, Kenta; Okamura, Tomoo; Yamaguchi, Tomohiro; Nakamura, Tomoe Y.; Wakabayashi, Shigeo; Morinaga, Hidetaka; Nomura, Masatoshi; Yanase, Toshihiko; Otsu, Kinya; Usuda, Nobuteru; Matsumura, Shigenobu; Inoue, Kazuo; Fushiki, Tohru; Kojima, Yumiko; Hashimoto, Takeshi; Sakai, Fumie; Hirose, Fumiko; Osumi, Takashi",JOURNAL OF BIOLOGICAL CHEMISTRY,JUL 6 2012,2012,287,28,23852,23863,,10.1074/jbc.M111.328708,,,163,13.58,0,0,0,1,21,14,16,14,23,14,15,13,12,19,1,12,13.2
Does vascular pathology contribute to Alzheimer changes?,"Kalaria, Raj N.; Akinyemi, Rufus; Ihara, Masafumi",JOURNAL OF THE NEUROLOGICAL SCIENCES,NOV 15 2012,2012,322,1-2,141,147,,10.1016/j.jns.2012.07.032,,,161,13.42,0,0,0,0,15,34,21,22,17,7,12,14,12,7,0,16.33333333,18.4
Crystal structure of alpha 5 beta 1 integrin ectodomain: Atomic details of the fibronectin receptor,"Nagae, Masamichi; Re, Suyong; Mihara, Emiko; Nogi, Terukazu; Sugita, Yuji; Takagi, Junichi",JOURNAL OF CELL BIOLOGY,APR 2 2012,2012,197,1,131,140,,10.1083/jcb.201111077,,,157,13.08,0,0,0,3,12,23,7,21,23,10,12,15,16,15,0,12.66666667,13.2
"Involvement of a periodontal pathogen, Porphyromonas gingivalis on the pathogenesis of non-alcoholic fatty liver disease","Yoneda, Masato; Naka, Shuhei; Nakano, Kazuhiko; Wada, Koichiro; Endo, Hiroki; Mawatari, Hironori; Imajo, Kento; Nomura, Ryota; Hokamura, Kazuya; Ono, Masafumi; Murata, Shogo; Tohnai, Iwai; Sumida, Yoshio; Shima, Toshihide; Kuboniwa, Masae; Umemura, Kazuo; Kamisaki, Yoshinori; Amano, Atsuo; Okanoue, Takeshi; Ooshima, Takashi; Nakajima, Atsushi",BMC GASTROENTEROLOGY,FEB 16 2012,2012,12,,,,16,10.1186/1471-230X-12-16,,,156,13,0,0,0,0,4,12,8,15,9,19,20,15,33,20,1,5.333333333,7.8
Dose-Volume Metrics Associated With Radiation Pneumonitis After Stereotactic Body Radiation Therapy for Lung Cancer,"Matsuo, Yukinori; Shibuya, Keiko; Nakamura, Mitsuhiro; Narabayashi, Masaru; Sakanaka, Katsuyuki; Ueki, Nami; Miyagi, Ken; Norihisa, Yoshiki; Mizowaki, Takashi; Nagata, Yasushi; Hiraoka, Masahiro",INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,JUL 15 2012,2012,83,4,E545,E549,,10.1016/j.ijrobp.2012.01.018,,,140,11.67,0,0,0,2,7,18,21,16,13,17,8,12,19,7,0,9,12.8
BRCA1 regulates microRNA biogenesis via the DROSHA microprocessor complex,"Kawai, Shinji; Amano, Atsuo",JOURNAL OF CELL BIOLOGY,APR 16 2012,2012,197,2,201,208,,10.1083/jcb.201110008,,,134,11.17,0,0,0,2,11,19,20,19,10,10,9,14,16,4,0,10.66666667,14.2
Tissue- and Plasma-Specific MicroRNA Signatures for Atherosclerotic Abdominal Aortic Aneurysm,"Kin, Keiwa; Miyagawa, Shigeru; Fukushima, Satsuki; Shirakawa, Yukitoshi; Torikai, Kei; Shimamura, Kazuo; Daimon, Takashi; Kawahara, Yukio; Kuratani, Toru; Sawa, Yoshiki",JOURNAL OF THE AMERICAN HEART ASSOCIATION,OCT 2012,2012,1,5,,,e000745,10.1161/JAHA.112.000745,,,129,10.75,0,0,0,0,5,9,17,20,18,15,14,8,13,10,0,4.666666667,10.2
"Identification and prospective isolation of a mesothelial precursor lineage giving rise to smooth muscle cells and fibroblasts for mammalian internal organs, and their vasculature","Rinkevich, Yuval; Mori, Taisuke; Sahoo, Debashis; Xu, Pin-Xian; Bermingham, John R., Jr.; Weissman, Irving L.",NATURE CELL BIOLOGY,DEC 2012,2012,14,12,1251,+,,10.1038/ncb2610,,,126,10.5,0,0,0,0,7,13,15,14,5,14,13,12,18,14,1,6.666666667,9.8
The Shigella flexneri effector OspI deamidates UBC13 to dampen the inflammatory response,"Sanada, Takahito; Kim, Minsoo; Mimuro, Hitomi; Suzuki, Masato; Ogawa, Michinaga; Oyama, Akiho; Ashida, Hiroshi; Kobayashi, Taira; Koyama, Tomohiro; Nagai, Shinya; Shibata, Yuri; Gohda, Jin; Inoue, Jun-ichiro; Mizushima, Tsunehiro; Sasakawa, Chihiro",NATURE,MAR 29 2012,2012,483,7391,623,U149,,10.1038/nature10894,,,122,10.17,0,0,0,4,18,6,12,12,15,13,13,10,9,9,1,9.333333333,10.4
Breaking the HAC Barrier: Histone H3K9 acetyl/methyl balance regulates CENP-A assembly,"Ohzeki, Jun-ichirou; Bergmann, Jan H.; Kouprina, Natalay; Noskov, Vladimir N.; Nakano, Megumi; Kimura, Hiroshi; Earnshaw, William C.; Larionov, Vladimir; Masumoto, Hiroshi",EMBO JOURNAL,MAY 16 2012,2012,31,10,2391,2402,,10.1038/emboj.2012.82,,,121,10.08,0,0,0,6,14,9,13,12,15,9,10,17,9,7,0,9.666666667,10.8
Immunobiotic Lactobacillus jensenii Elicits Anti-Inflammatory Activity in Porcine Intestinal Epithelial Cells by Modulating Negative Regulators of the Toll-Like Receptor Signaling Pathway,"Shimazu, Tomoyuki; Villena, Julio; Tohno, Masanori; Fujie, Hitomi; Hosoya, Shoichi; Shimosato, Takeshi; Aso, Hisashi; Suda, Yoshihito; Kawai, Yasushi; Saito, Tadao; Makino, Seiya; Ikegami, Shuji; Itoh, Hiroyuki; Kitazawa, Haruki",INFECTION AND IMMUNITY,JAN 2012,2012,80,1,276,288,,10.1128/IAI.05729-11,,,121,10.08,0,0,0,4,8,10,6,15,11,11,13,18,14,11,0,7.333333333,8.6
Local Nucleosome Dynamics Facilitate Chromatin Accessibility in Living Mammalian Cells,"Hihara, Saera; Pack, Chan-Gi; Kaizu, Kazunari; Tani, Tomomi; Hanafusa, Tomo; Nozaki, Tadasu; Takemoto, Satoko; Yoshimi, Tomohiko; Yokota, Hideo; Imamoto, Naoko; Sako, Yasushi; Kinjo, Masataka; Takahashi, Koichi; Nagai, Takeharu; Maeshima, Kazuhiro",CELL REPORTS,DEC 2012,2012,2,6,1645,1656,,10.1016/j.celrep.2012.11.008,,,116,9.67,0,0,0,0,8,12,11,12,14,5,14,15,13,12,0,6.666666667,8.6
Tumour lineage-homing cell-penetrating peptides as anticancer molecular delivery systems,"Kondo, Eisaku; Saito, Ken; Tashiro, Yuichi; Kamide, Kaeko; Uno, Shusei; Furuya, Tomoko; Mashita, Masao; Nakajima, Kiichiro; Tsumuraya, Tomoyuki; Kobayashi, Naoya; Nishibori, Masahiro; Tanimoto, Mitsune; Matsushita, Masayuki",NATURE COMMUNICATIONS,JUL 2012,2012,3,,,,951,10.1038/ncomms1952,,,116,9.67,0,0,0,0,9,9,17,15,9,10,14,12,12,8,1,6,10
Plant transducers of the endoplasmic reticulum unfolded protein response,"Iwata, Yuji; Koizumi, Nozomu",TRENDS IN PLANT SCIENCE,DEC 2012,2012,17,12,720,727,,10.1016/j.tplants.2012.06.014,,,114,9.5,0,0,0,3,12,14,11,9,14,18,9,9,8,7,0,9.666666667,9.8
Epidermal Growth Factor Receptor Tyrosine Kinase Defines Critical Prognostic Genes of Stage I Lung Adenocarcinoma,"Yamauchi, Mai; Yamaguchi, Rui; Nakata, Asuka; Kohno, Takashi; Nagasaki, Masao; Shimamura, Teppei; Imoto, Seiya; Saito, Ayumu; Ueno, Kazuko; Hatanaka, Yousuke; Yoshida, Ryo; Higuchi, Tomoyuki; Nomura, Masaharu; Beer, David G.; Yokota, Jun; Miyano, Satoru; Gotoh, Noriko",PLOS ONE,SEP 19 2012,2012,7,9,,,e43923,10.1371/journal.pone.0043923,,,107,8.92,0,0,0,0,2,4,5,8,12,6,12,18,16,24,0,2,3.8
Tertiary Structure-Function Analysis Reveals the Pathogenic Signaling Potentiation Mechanism of Helicobacter pylori Oncogenic Effector CagA,"Hayashi, Takeru; Senda, Miki; Morohashi, Hiroko; Higashi, Hideaki; Horio, Masafumi; Kashiba, Yui; Nagase, Lisa; Sasaya, Daisuke; Shimizu, Tomohiro; Venugopalan, Nagarajan; Kumeta, Hiroyuki; Noda, Nobuo N.; Inagaki, Fuyuhiko; Senda, Toshiya; Hatakeyama, Masanori",CELL HOST & MICROBE,JUL 19 2012,2012,12,1,20,33,,10.1016/j.chom.2012.05.010,,,104,8.67,0,0,0,1,15,13,10,10,12,10,12,10,6,5,0,9.666666667,9.8
Structural Analyses of Human Toll-like Receptor 4 Polymorphisms D299G and T399I,"Ohto, Umeharu; Yamakawa, Natsuko; Akashi-Takamura, Sachiko; Miyake, Kensuke; Shimizu, Toshiyuki",JOURNAL OF BIOLOGICAL CHEMISTRY,NOV 23 2012,2012,287,48,40611,40617,,10.1074/jbc.M112.404608,,,103,8.58,0,0,0,0,6,8,10,8,10,5,14,10,12,18,2,4.666666667,6.4
Chlorophyll a fluorescence OJIP transient as a tool to characterize and evaluate response to heat and chilling stress in tomato leaf and fruit,"Zushi, Kazufumi; Kajiwara, Shingo; Matsuzoe, Naotaka",SCIENTIA HORTICULTURAE,DEC 4 2012,2012,148,,39,46,,10.1016/j.scienta.2012.09.022,,,97,8.08,0,0,0,0,1,3,8,8,7,7,10,20,13,18,2,1.333333333,4
NKX2.2 is a Useful Immunohistochemical Marker for Ewing Sarcoma,"Yoshida, Akihiko; Sekine, Shigeki; Tsuta, Koji; Fukayama, Masashi; Furuta, Koh; Tsuda, Hitoshi",AMERICAN JOURNAL OF SURGICAL PATHOLOGY,JUL 2012,2012,36,7,993,999,,10.1097/PAS.0b013e31824ee43c,,,97,8.08,0,0,0,0,1,10,8,8,9,12,9,10,15,15,0,3.666666667,5.4
Long non-coding RNAs in nuclear bodies,"Ip, Joanna Y.; Nakagawa, Shinichi",DEVELOPMENT GROWTH & DIFFERENTIATION,JAN 2012,2012,54,1,44,54,,10.1111/j.1440-169X.2011.01303.x,,,97,8.08,0,0,0,4,6,7,8,12,8,10,11,10,15,6,0,5.666666667,7.4
The Cortisol and Androgen Pathways Cross Talk in High Temperature-Induced Masculinization: The 11 beta-Hydroxysteroid Dehydrogenase as a Key Enzyme,"Ignacio Fernandino, Juan; Hattori, Ricardo Shohei; Kishii, Ai; Struessmann, Carlos Augusto; Manuel Somoza, Gustavo",ENDOCRINOLOGY,DEC 2012,2012,153,12,6003,6011,,10.1210/en.2012-1517,,,94,7.83,0,0,0,0,6,5,9,4,13,5,12,18,11,10,1,3.666666667,4.8
Chromosomes without a 30-nm chromatin fiber,"Joti, Yasumasa; Hikima, Takaaki; Nishino, Yoshinori; Kamada, Fukumi; Hihara, Saera; Takata, Hideaki; Ishikawa, Tetsuya; Maeshima, Kazuhiro",NUCLEUS,SEP-OCT 2012,2012,3,5,404,410,,10.4161/nucl.21222,,,93,7.75,0,0,0,3,7,10,9,12,9,5,14,8,11,5,0,6.666666667,8.2
Single-CpG-resolution methylome analysis identifies clinicopathologically aggressive CpG island methylator phenotype clear cell renal cell carcinomas,"Arai, Eri; Chiku, Suenori; Mori, Taisuke; Gotoh, Masahiro; Nakagawa, Tohru; Fujimoto, Hiroyuki; Kanai, Yae",CARCINOGENESIS,AUG 2012,2012,33,8,1487,1493,,10.1093/carcin/bgs177,,,92,7.67,0,0,0,1,9,13,14,9,10,6,9,8,7,6,0,7.666666667,9.2
ErbB receptor tyrosine kinase/NF-kappa B signaling controls mammosphere formation in human breast cancer,"Hinohara, Kunihiko; Kobayashi, Seiichiro; Kanauchi, Hajime; Shimizu, Seiichiro; Nishioka, Kotoe; Tsuji, Ei-ichi; Tada, Kei-ichiro; Umezawa, Kazuo; Mori, Masaki; Ogawa, Toshihisa; Inoue, Jun-ichiro; Tojo, Arinobu; Gotoh, Noriko",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,APR 24 2012,2012,109,17,6584,6589,,10.1073/pnas.1113271109,,,88,7.33,0,0,0,1,10,11,11,10,10,8,9,7,7,3,1,7.333333333,8.6
Role of miR-19b and its target mRNAs in 5-fluorouracil resistance in colon cancer cells,"Kurokawa, Ken; Tanahashi, Toshihito; Iima, Tsutomu; Yamamoto, Yuta; Akaike, Yoko; Nishida, Kensei; Masuda, Kiyoshi; Kuwano, Yuki; Murakami, Yoshiki; Fukushima, Masakazu; Rokutan, Kazuhito",JOURNAL OF GASTROENTEROLOGY,AUG 2012,2012,47,8,883,895,,10.1007/s00535-012-0547-6,,,87,7.25,0,0,0,1,8,9,12,12,8,11,10,3,9,4,0,6,8.4
Odour concentration-dependent olfactory preference change in C. elegans,"Yoshida, Kazushi; Hirotsu, Takaaki; Tagawa, Takanobu; Oda, Shigekazu; Wakabayashi, Tokumitsu; Iino, Yuichi; Ishihara, Takeshi",NATURE COMMUNICATIONS,MAR 2012,2012,3,,,,739,10.1038/ncomms1750,,,87,7.25,0,0,0,0,2,6,9,5,6,8,11,10,18,12,0,2.666666667,4.4
"Targeted disruption of an orthologue of DOMAINS REARRANGED METHYLASE 2, OsDRM2, impairs the growth of rice plants by abnormal DNA methylation","Moritoh, Satoru; Eun, Chang-Ho; Ono, Akemi; Asao, Hisayo; Okano, Yosuke; Yamaguchi, Katsushi; Shimatani, Zenpei; Koizumi, Amane; Terada, Rie",PLANT JOURNAL,JUL 2012,2012,71,1,85,98,,10.1111/j.1365-313X.2012.04974.x,,,86,7.17,0,0,0,3,6,8,7,8,7,2,6,14,11,14,0,5.666666667,6.4
Mutations in genes encoding the glycine cleavage system predispose to neural tube defects in mice and humans,"Narisawa, Ayumi; Komatsuzaki, Shoko; Kikuchi, Atsuo; Niihori, Tetsuya; Aoki, Yoko; Fujiwara, Kazuko; Tanemura, Mitsuyo; Hata, Akira; Suzuki, Yoichi; Relton, Caroline L.; Grinham, James; Leung, Kit-Yi; Partridge, Darren; Robinson, Alexis; Stone, Victoria; Gustavsson, Peter; Stanier, Philip; Copp, Andrew J.; Greene, Nicholas D. E.; Tominaga, Teiji; Matsubara, Yoichi; Kure, Shigeo",HUMAN MOLECULAR GENETICS,APR 1 2012,2012,21,7,1496,1503,,10.1093/hmg/ddr585,,,84,7,0,0,0,0,10,6,5,6,11,11,10,13,2,10,0,5.333333333,5.4
StCDPK5 confers resistance to late blight pathogen but increases susceptibility to early blight pathogen in potato via reactive oxygen species burst,"Kobayashi, Michie; Yoshioka, Miki; Asai, Shuta; Nomura, Hironari; Kuchimura, Kazuo; Mori, Hitoshi; Doke, Noriyuki; Yoshioka, Hirofumi",NEW PHYTOLOGIST,OCT 2012,2012,196,1,223,237,,10.1111/j.1469-8137.2012.04226.x,,,83,6.92,0,0,0,2,10,8,10,7,10,5,10,5,9,7,0,6.666666667,7.4
Lamin B Receptor Recognizes Specific Modifications of Histone H4 in Heterochromatin Formation,"Hirano, Yasuhiro; Hizume, Kohji; Kimura, Hiroshi; Takeyasu, Kunio; Haraguchi, Tokuko; Hiraoka, Yasushi",JOURNAL OF BIOLOGICAL CHEMISTRY,DEC 14 2012,2012,287,51,42654,42663,,10.1074/jbc.M112.397950,,,82,6.83,0,0,0,0,5,9,14,12,7,7,5,6,10,7,0,4.666666667,8
Induction of the Stem-like Cell Regulator CD44 by Rho Kinase Inhibition Contributes to the Maintenance of Colon Cancer-Initiating Cells,"Ohata, Hirokazu; Ishiguro, Tatsuya; Aihara, Yuki; Sato, Ai; Sakai, Hiroaki; Sekine, Shigeki; Taniguchi, Hirokazu; Akasu, Takayuki; Fujita, Shin; Nakagama, Hitoshi; Okamoto, Koji",CANCER RESEARCH,OCT 1 2012,2012,72,19,5101,5110,,10.1158/0008-5472.CAN-11-3812,,,82,6.83,0,0,0,0,4,7,9,10,8,3,9,14,11,7,0,3.666666667,6
Soil resource availability shapes community trait structure in a species-rich dipterocarp forest,"Katabuchi, Masatoshi; Kurokawa, Hiroko; Davies, Stuart J.; Tan, Sylvester; Nakashizuka, Tohru",JOURNAL OF ECOLOGY,MAY 2012,2012,100,3,643,651,,10.1111/j.1365-2745.2011.01937.x,,,82,6.83,0,0,0,1,4,8,8,11,3,8,13,9,7,10,0,4.333333333,6.4
"Synthesis and Structure-Activity Relationship Study of Antimicrotubule Agents Phenylahistin Derivatives with a Didehydropiperazine-2,5-dione Structure","Yamazaki, Yuri; Tanaka, Koji; Nicholson, Benjamin; Deyanat-Yazdi, Gordafaried; Potts, Barbara; Yoshida, Tomoko; Oda, Akiko; Kitagawa, Takayoshi; Orikasa, Sumie; Kiso, Yoshiaki; Yasui, Hiroyuki; Akamatsu, Miki; Chinen, Takumi; Usui, Takeo; Shinozaki, Yuki; Yakushiji, Fumika; Miller, Brian R.; Neuteboom, Saskia; Palladino, Michael; Kanoh, Kaneo; Lloyd, George Kenneth; Hayashi, Yoshio",JOURNAL OF MEDICINAL CHEMISTRY,FEB 9 2012,2012,55,3,1056,1071,,10.1021/jm2009088,,,82,6.83,0,0,0,5,7,5,8,10,9,13,6,4,10,5,0,5.666666667,7
The history of human populations in the Japanese Archipelago inferred from genome-wide SNP data with a special reference to the Ainu and the Ryukyuan populations,"Jinam, Timothy; Nishida, Nao; Hirai, Momoki; Kawamura, Shoji; Oota, Hiroki; Umetsu, Kazuo; Kimura, Ryosuke; Ohashi, Jun; Tajima, Atsushi; Yamamoto, Toshimichi; Tanabe, Hideyuki; Mano, Shuhei; Suto, Yumiko; Kaname, Tadashi; Naritomi, Kenji; Yanagi, Kumiko; Niikawa, Norio; Omoto, Keiichi; Tokunaga, Katsushi; Saitou, Naruya",JOURNAL OF HUMAN GENETICS,DEC 2012,2012,57,12,787,795,,10.1038/jhg.2012.114,,,79,6.58,0,0,0,1,3,7,11,3,12,6,6,12,13,5,0,3.666666667,5
A Strategy for Large-Scale Phosphoproteomics and SRM-Based Validation of Human Breast Cancer Tissue Samples,"Narumi, Ryohei; Murakami, Tatsuo; Kuga, Takahisa; Adachi, Jun; Shiromizu, Takashi; Muraoka, Satoshi; Kume, Hideaki; Kodera, Yoshio; Matsumoto, Masaki; Nakayama, Keiichi; Miyamoto, Yasuhide; Ishitobi, Makoto; Inaji, Hideo; Kato, Kikuya; Tomonaga, Takeshi",JOURNAL OF PROTEOME RESEARCH,NOV 2012,2012,11,11,5311,5322,,10.1021/pr3005474,,,79,6.58,0,0,0,0,7,12,10,12,11,8,8,2,5,4,0,6.333333333,8.2
Epigenetic engineering: histone H3K9 acetylation is compatible with kinetochore structure and function,"Bergmann, Jan H.; Jakubsche, Julia N.; Martins, Nuno M.; Kagansky, Alexander; Nakano, Megumi; Kimura, Hiroshi; Kelly, David A.; Turner, Bryan M.; Masumoto, Hiroshi; Larionov, Vladimir; Earnshaw, William C.",JOURNAL OF CELL SCIENCE,JAN 15 2012,2012,125,2,411,421,,10.1242/jcs.090639,,,77,6.42,0,0,0,6,7,8,7,9,12,6,6,9,3,4,0,7,7.4
